DCGM_FR_UNCORRECTABLE_ROW_REMAP,NONE
DCGM_FR_PENDING_ROW_REMAP,COMPONENT_RESET
DCGM_FR_BROKEN_P2P_MEMORY_DEVICE,CONTACT_SUPPORT
DCGM_FR_BROKEN_P2P_WRITER_DEVICE,CONTACT_SUPPORT
DCGM_FR_NVSWITCH_NVLINK_DOWN,CONTACT_SUPPORT
DCGM_FR_EUD_BINARY_PERMISSIONS,CONTACT_SUPPORT
DCGM_FR_EUD_NON_ROOT_USER,CONTACT_SUPPORT
DCGM_FR_EUD_SPAWN_FAILURE,CONTACT_SUPPORT
DCGM_FR_EUD_TIMEOUT,CONTACT_SUPPORT
DCGM_FR_EUD_ZOMBIE,CONTACT_SUPPORT
DCGM_FR_EUD_NON_ZERO_EXIT_CODE,CONTACT_SUPPORT
DCGM_FR_EUD_TEST_FAILED,CONTACT_SUPPORT
DCGM_FR_FILE_CREATE_PERMISSIONS,CONTACT_SUPPORT
DCGM_FR_PAUSE_RESUME_FAILED,CONTACT_SUPPORT
DCGM_FR_PCIE_H_REPLAY_VIOLATION,CONTACT_SUPPORT
DCGM_FR_GPU_EXPECTED_NVLINKS_UP,CONTACT_SUPPORT
DCGM_FR_NVSWITCH_EXPECTED_NVLINKS_UP,CONTACT_SUPPORT
DCGM_FR_XID_ERROR,NONE
DCGM_FR_SBE_VIOLATION,CONTACT_SUPPORT
DCGM_FR_DBE_VIOLATION,CONTACT_SUPPORT
DCGM_FR_PCIE_REPLAY_VIOLATION,CONTACT_SUPPORT
DCGM_FR_SBE_THRESHOLD_VIOLATION,CONTACT_SUPPORT
DCGM_FR_DBE_THRESHOLD_VIOLATION,CONTACT_SUPPORT
DCGM_FR_PCIE_REPLAY_THRESHOLD_VIOLATION,CONTACT_SUPPORT
DCGM_FR_CUDA_FM_NOT_INITIALIZED,CONTACT_SUPPORT
DCGM_FR_SXID_ERROR,RESTART_VM
DCGM_FR_GFLOPS_THRESHOLD_VIOLATION,CONTACT_SUPPORT
DCGM_FR_NAN_VALUE,CONTACT_SUPPORT
DCGM_FR_FABRIC_MANAGER_TRAINING_ERROR,CONTACT_SUPPORT
DCGM_FR_BROKEN_P2P_PCIE_MEMORY_DEVICE,CONTACT_SUPPORT
DCGM_FR_BROKEN_P2P_PCIE_WRITER_DEVICE,CONTACT_SUPPORT
DCGM_FR_BROKEN_P2P_NVLINK_MEMORY_DEVICE,CONTACT_SUPPORT
DCGM_FR_BROKEN_P2P_NVLINK_WRITER_DEVICE,CONTACT_SUPPORT
DCGM_FR_TEST_SKIPPED,NONE
DCGM_FR_ERROR_SENTINEL,NONE
